pid,feature,category
17-02-20230309-881,"[-0.043430757,-0.106197745,-0.11399303,-0.1140066,0.31392232,-0.008921451,0.010669375,-0.016306896,0.09890461,0.16433401,0.08692476,-0.03615252,0.35202748,0.06545562,0.019509066,0.26239318,-0.013577746,-0.28014737,-0.07357506,0.06275671,0.1350506,-0.086238235,0.044876836,-0.13419658,0.014640261,-0.027095016,-0.27990848,-0.28525767,0.108988285,-0.011605669,-0.16192317,0.10750784,-0.12794083,-0.020845685,-0.14705098,0.14246155,-0.23772313,0.0715665,0.025414597,0.014136785,0.09331549,0.03858486,0.13698976,0.060910873,-0.005137707,0.039476715,0.14860827,0.03881463,-0.20353892,0.22564785,-0.07291609,-0.18757054,0.20600432,0.065181054,0.038003076,0.18917081,-0.036804557,-0.01520573,-0.071014106,-0.10447807,0.10556872,0.02695406,-0.1272309,-0.06368974,0.10159341,-0.036396865,0.21654606,-0.14731179,-0.06861961,0.077940255,-0.03550662,-0.2862839,0.14079727,0.19007894,0.123401806,-0.082780585,-0.04019943,0.073242344,0.055706114,-0.15165979,0.03340622,-0.03218735,-0.028025316,0.075898215,-0.23525217,0.002322241,0.23909819,0.15540127,0.005689486,-0.27816904,-0.004759211,-0.09627654,0.05874765,-0.07671015,-0.052936904,-0.08666923,-0.07838334,0.06586118,-0.08416887,0.0453729,0.113727815,0.16382667,-0.06861368,0.032366488,-0.037253015,0.004038116,-0.011251261,0.10190837,0.07727132,-0.065043174,0.028671166,0.06389971,-0.25096026,0.07987424,-0.08953724,0.032020055,0.02631642,0.09785519,-0.15079013,0.07292042,-0.0360623,0.008763882,0.02137837,-0.08054632,0.049826656,0.07559678,0.21278216,-0.08692138,-0.182411702]",1
17-02-20230309-883,"[-0.049177665,-0.019583495,-0.01887054,-0.041311383,0.11526303,-0.00525936,0.024229161,0.001312125,-0.056967504,0.109720096,0.006222194,-0.016006399,0.08745448,0.14027977,0.003804164,0.10685538,0.08885681,-0.06977551,-0.019168844,0.07306169,0.06496831,-0.01975085,-0.027671268,-0.098633915,0.044434093,-0.000538413,-0.04358296,-0.08580373,-0.033708755,-0.104987696,-0.12873712,0.047657378,-0.006762,0.07725378,-0.015274026,-0.03687769,-0.13689189,-0.08100182,0.1223074,0.00637087,0.06338982,0.09535979,-0.014880842,-0.004962348,0.04837812,0.020624176,0.008983454,0.005446986,-0.16866544,0.10513649,0.03690446,-0.0261879,-0.10884811,-0.069669075,0.03763264,0.041319814,-0.012580046,0.035663035,-0.002879717,-0.116205625,0.018325781,0.097659215,-0.14662957,-0.019716239,0.04464139,-0.02129342,0.000617374,-0.030259075,-0.07604731,0.082335055,-0.03827006,-0.12871125,0.049888216,0.033208285,0.05799183,-0.102612734,-0.051547915,-0.03821792,-0.053712875,-0.045766477,-0.081446424,0.041891627,0.006533081,0.04156105,-0.07324279,0.049961343,0.13048935,0.08944475,-0.05829131,-0.06579902,-0.09264998,-0.10498396,-0.10334876,-0.068802066,0.020896666,0.060475983,0.04443127,-0.01595722,-0.11271887,0.0697825,0.03539106,0.07599693,-0.02488802,-0.054486804,0.038660303,-0.06962758,-0.051459294,0.12491454,-0.07627046,0.00655107,0.011803357,-0.10538831,-0.07288215,0.11989377,-0.003669621,0.15196213,-0.043369055,-0.05157776,-0.07079903,0.002395121,0.034762483,-0.096646816,-0.053587183,-0.009547092,0.0820745,0.07975678,0.043834165,-0.008955418,2.099031343]",1
17-02-20230310-885,"[-0.10395807,-0.1540467,-0.22747163,-0.13316573,0.3540726,0.01013568,0.007804239,-0.029108584,0.13527942,0.21298431,0.18352142,-0.0943028,0.4655543,0.00217572,-0.007609524,0.3572671,-0.07797876,-0.3401289,-0.14442408,0.100039475,0.17234962,-0.12207361,0.019727057,-0.13419226,-0.014240483,-0.003110468,-0.38245544,-0.40320587,0.13156126,0.0488275,-0.14935873,0.09908188,-0.16114469,-0.041755214,-0.16343847,0.23655592,-0.2922541,0.16446677,-0.00022449,-0.06418128,0.12907688,0.07551277,0.22821331,0.04920266,-0.06290125,0.04148879,0.23537329,0.042657405,-0.28938988,0.3280701,-0.084970966,-0.19669679,0.2678097,0.05755005,0.044561528,0.3267135,-0.031424128,0.028226826,-0.091794446,-0.08141434,0.13103643,-0.021359293,-0.160793,-0.07787767,0.14029096,-0.01718831,0.23676655,-0.19276193,-0.06903357,0.11220813,-0.017445449,-0.3410958,0.16659798,0.3007809,0.116446346,-0.19607092,-0.03104944,0.07979079,0.000183067,-0.19370088,0.055950858,-0.050291143,-0.019273952,0.097458586,-0.33593574,0.005208656,0.31408167,0.25361568,-0.007433792,-0.306915,-0.0294435,-0.12505399,0.121586174,-0.051671132,-0.09008691,-0.052919164,-0.087532,0.1447066,-0.08213811,0.021598142,0.12468986,0.26159748,-0.15685792,0.07228289,-0.002594129,-0.030952087,-0.03250952,0.111971825,0.09303881,-0.080955565,0.010920702,0.0953976,-0.3186101,0.08634467,-0.20099014,-0.024728637,0.062265255,0.15186542,-0.2757349,0.13207868,0.011780148,0.049426027,-0.058050804,-0.16170615,0.01998951,0.16220818,0.3260911,-0.08191723,1.154985945]",1
17-02-20230310-886,"[0.025218315,-0.060817868,0.08979254,-0.029147059,0.03154968,-0.004524606,0.039746545,0.004366287,-0.074465185,-0.053379256,0.007205432,0.08942951,0.07486217,0.15006308,0.10421771,0.042531095,0.18246707,0.04977949,0.08557714,0.030881789,-0.071745075,0.0414103,0.005684612,-0.1113957,0.136333,-0.09547151,0.08688603,-0.018508501,-0.11077606,-0.13514249,-0.02497092,0.11082612,0.11036657,0.18191436,0.03498601,-0.031348355,-0.010270005,-0.16581039,0.23137489,0.08319356,0.15429255,0.06836714,-0.13787836,-0.029669061,-0.01640506,0.026478365,0.004859775,0.06414504,-0.09317266,-0.059430946,0.060858116,-0.04936319,-0.18929085,0.015687738,0.06946618,-0.12042684,0.03672712,-0.059563585,0.04784867,-0.22127987,-0.002649518,0.1753442,-0.016309699,-0.027660323,-0.06728501,-0.039623376,-0.10727925,-0.06502101,0.006642224,0.06377567,-0.10005231,-0.10748436,0.029673649,-0.05784357,-0.019855794,0.06050541,-0.06267618,-0.15910566,0.040712282,-0.018086003,-0.13195606,0.10563207,-0.011645155,0.05303396,0.000644051,-0.085785486,0.09956462,0.0343967,-0.01860249,0.016060198,-0.007057842,-0.07681151,-0.1264987,-0.23672308,0.08282572,0.028148727,0.18340626,-0.23261164,-0.03277311,0.17954883,0.09122794,-0.002688284,0.06733363,-0.0962834,-0.06456927,-0.08050118,-0.01722337,0.17311418,-0.14250453,0.14669268,-0.029784398,-0.11658458,0.02747709,0.06324462,0.11637946,0.23374574,-0.053673662,-0.09454618,0.06635197,-0.055086717,0.113365,-0.11099517,0.021313364,0.10603974,0.030323599,0.106117025,-0.10467895,0.014007576,-0.418423052]",0
17-02-20230310-887,"[-0.046069305,-0.068637945,-0.21420291,-0.1948535,0.31852582,0.11551271,-0.048519738,-0.0637668,0.039390758,0.1362781,0.06113706,-0.19130692,0.51529527,0.028182626,-0.031093583,0.40422922,-0.06493723,-0.26781404,-0.07989899,0.2148872,0.123650305,-0.09594088,0.04736937,-0.10972038,0.049264736,-0.117011525,-0.32986313,-0.25514287,0.17194365,-0.005293963,-0.21721157,0.027515916,-0.19378565,0.05273425,-0.17733127,0.23371053,-0.2929425,0.12682627,-0.025818817,-0.045261953,0.1552532,-0.020887714,0.17913392,-0.078305095,-0.040378112,0.07132991,0.23491716,0.038346592,-0.19468223,0.21683535,-0.1078788,-0.25934228,0.17935473,0.055002846,0.008789892,0.37449622,-0.017263759,0.026084533,-0.012970338,-0.13533545,0.10797206,-0.062749065,-0.21370889,-0.010197492,0.07036277,0.023118306,0.3894561,-0.088573776,0.003932876,0.08788498,-0.00414217,-0.317723,0.085065134,0.23543945,0.074356854,-0.07007222,-0.07352085,0.1544982,0.048528608,-0.24816093,0.12857203,0.016230348,0.060550503,0.06501892,-0.30663115,-0.001589325,0.23638922,0.23321728,-0.011682602,-0.25512195,-0.11252804,-0.116989486,0.08161047,-0.04487127,0.0332229,-0.05685684,-0.1414701,0.07988919,-0.04562607,0.059591733,0.19791193,0.10145531,-0.19891062,0.11778187,-0.05233112,-0.009873305,0.039449476,0.09262654,0.11080676,-0.12730289,-0.002805801,0.104936406,-0.37010342,0.052785434,-0.07362307,0.03827274,-0.010385917,0.09625437,-0.1922819,0.093407445,-0.080144614,-0.04578901,-0.051230215,-0.1708093,-0.039877687,0.079924986,0.18513323,-0.14516637,1.863019994]",1
17-02-20230310-888,"[-0.016388126,-0.049778454,-0.015250617,-0.031207286,0.1064752,0.015434393,0.031458966,0.02658347,-0.07895379,0.054200515,0.043261822,0.033734642,0.11657217,0.12182937,0.006969774,0.0859386,0.06872733,-0.06035219,-0.001400456,0.12240465,0.005215607,-0.009294868,0.03142368,-0.084095895,0.025714902,-0.042332977,-0.054956734,-0.06427032,0.06118298,-0.08760363,-0.09851305,0.098949805,-0.030006593,0.097836204,-0.03412058,-0.008650368,-0.11398585,-0.042122003,0.1315477,0.02998586,0.122664236,0.016115274,-0.010746872,-0.056574266,0.001110752,0.02612186,0.043291535,-0.00265026,-0.07759966,0.07577058,0.038130775,-0.09507977,-0.023492295,-0.047840692,0.041859776,-0.00773403,0.011717325,0.020690039,0.057909302,-0.068052985,0.0386644,0.053477444,-0.13472421,-0.025877682,0.043567162,-0.017041277,0.060881548,-0.076448336,-0.00637918,0.055652823,-0.032837354,-0.100920685,0.044852845,0.030280806,0.016642863,-0.05735067,-0.07198966,-0.003495758,0.010988598,-0.06170421,-0.035250258,0.011664793,0.005341809,0.038278047,-0.11760355,-0.019017465,0.099589676,0.063841335,-0.0498392,-0.11935593,-0.05143451,-0.086943865,-0.035961032,-0.09541122,0.053047784,0.014403617,0.026476262,-0.047030278,-0.0680074,0.06459348,0.10398813,0.04341443,-0.011151152,-0.015677022,-0.028760124,-0.0007148,-0.036340088,0.09301392,-0.038951427,0.035310928,0.015087528,-0.085689284,-0.072981454,0.052455463,0.042438284,0.12951593,-0.02141399,-0.015335285,-0.07622493,-0.001041794,0.057365134,-0.06472254,-0.059535623,0.024769422,-4.12E-05,0.049646668,0.033822328,-0.046042375,0.210940547]",1
17-02-20230310-889,"[-0.023790147,-0.0703955,-0.05690044,-0.048734915,0.19989368,0.018402856,0.046835188,0.02460872,0.009481438,0.06682913,0.023460884,-0.019176934,0.1754501,0.102965966,0.011947614,0.13688996,0.007961983,-0.108066894,0.002007795,0.088647895,0.101322465,-0.028159417,0.025390686,-0.08787006,0.003752974,-0.005274676,-0.12484721,-0.14764695,0.0410749,-0.049793355,-0.12545142,0.10797769,-0.039974682,0.06606065,-0.047226224,0.032865964,-0.16083083,0.000452173,0.093366794,-0.013299993,0.06713031,0.036982756,0.012690024,0.01438219,0.006032621,0.036375612,0.064960435,0.004344179,-0.16835941,0.15036374,0.005752452,-0.101087056,0.013880367,-0.030338602,0.04079738,0.057422858,-0.006856644,0.048588328,0.00207383,-0.09144362,0.051181488,0.066701695,-0.11937576,-0.05094649,0.05101854,-0.020148452,0.08083693,-0.09289385,-0.036628462,0.0832296,-0.018484097,-0.16700788,0.09223186,0.066806674,0.024498764,-0.069030814,-0.06171474,-0.02856956,-0.027442954,-0.11278661,-0.013796144,0.035268094,-0.023912009,0.07358222,-0.12800673,0.006285443,0.17935082,0.11279592,-0.020191327,-0.11772011,-0.048779517,-0.10777935,-0.03924995,-0.07856835,0.005378861,0.000476314,0.01954109,-0.01688228,-0.09961601,0.08575806,0.07360858,0.07842201,-0.07010607,0.003039285,-0.023576848,-0.033119574,-0.013801742,0.13570628,-0.050241288,-0.005135617,0.032615773,-0.03060561,-0.14768241,0.080827124,-0.04027964,0.14538674,-0.014754089,-0.01878148,-0.12352917,0.022697924,0.047507394,-0.04317897,-0.053423777,0.004074641,0.04695037,0.07026532,0.09588697,-0.028106147,0.604292796]",1
17-02-20230310-890,"[-0.04084323,-0.087591425,-0.08310339,-0.09217065,0.1853437,-0.00865526,-0.022915151,-0.005864347,0.034267165,0.13346715,0.048384447,-0.10289858,0.23929918,0.0938769,-0.04204225,0.24681875,0.004772166,-0.17902265,-0.055406738,0.09967469,0.06944918,-0.06297889,-0.01932347,-0.096801706,0.040452912,-0.018949598,-0.17991677,-0.21598816,0.091453195,-0.05074228,-0.19936863,0.058100164,-0.10694745,0.06879622,-0.064321175,0.06830198,-0.19565566,-0.015738696,0.06779617,0.005378724,0.06820883,0.04878879,0.024412746,0.005267537,0.030203592,0.015954573,0.098589845,0.024551112,-0.1689731,0.15011,-0.020869117,-0.13828468,0.02168946,-0.012567103,0.022294559,0.1545001,0.022805326,0.020563956,-0.014484171,-0.14879727,0.06318562,0.085563995,-0.15463464,-0.05755374,0.07306269,-0.01287894,0.119463496,-0.045021813,-0.053147003,0.08871107,-0.015216665,-0.21861333,0.11319292,0.10327938,0.063266695,-0.12675181,-0.089225784,0.025405753,-0.002388938,-0.14344701,-0.01817986,0.07387401,0.02208381,0.024843313,-0.14525455,0.023621392,0.16997994,0.16870217,-0.03827176,-0.15913174,-0.06672425,-0.12564291,-0.042498894,-0.071660355,-0.04005386,0.022516249,-0.023137037,0.02701399,-0.09127429,0.07256849,0.07408294,0.08994391,-0.079092085,0.012644141,0.007906499,-0.018329304,-0.021659672,0.11351592,-0.012738383,-0.038348507,0.04189323,-0.012732806,-0.15879354,0.060269848,-0.022407455,0.11078747,-0.03048709,0.007849963,-0.118529,0.030391665,0.03093568,-0.07745856,-0.065231405,-0.027212366,0.042734463,0.09373459,0.11866071,-0.04025113,0.132270097]",1
17-02-20230313-879,"[0.064763665,-0.032957636,0.17793451,-0.08072465,-0.099044,0.036147565,0.0613283,0.007196703,-0.14748004,-0.12526307,-0.13189109,0.10129762,0.04018869,0.27895632,0.13445225,0.06777534,0.3621829,0.14001304,0.1543513,0.052468963,-0.24361618,0.1623277,0.071317494,-0.069307424,0.2130226,-0.09753049,0.18067631,0.088715374,-0.17915094,-0.33376685,0.08438996,0.124953836,0.17893775,0.3352314,0.018112175,-0.14345631,-0.046468336,-0.29341164,0.4268094,0.019971345,0.13116279,0.05631185,-0.2198568,-0.04320108,0.07501651,0.052253254,-0.24847722,0.10800683,-0.005346993,-0.21736586,0.115392685,-0.014231727,-0.46191627,-0.083108224,0.027510697,-0.18636286,0.08627481,-0.1679854,-0.010053176,-0.36787367,0.004170096,0.15512258,0.038676538,0.035832375,-0.23727015,-0.021959316,-0.16461322,-0.06932369,0.04647113,0.10408801,-0.28931278,-0.104147874,-0.08187977,-0.08340277,-0.038214736,0.2700373,-0.13140242,-0.19315766,0.035675876,0.043939173,-0.16015121,0.1939902,0.11552749,-0.015875094,0.02780966,-0.151086,0.0988491,0.033726156,0.006837639,0.1374376,0.04969938,-0.11498204,-0.27974916,-0.28454897,0.13811733,0.08306841,0.39582095,-0.25385046,0.04752948,0.19745098,0.056946598,-0.07297577,0.100873046,-0.10230929,0.019821709,-0.19182102,0.04075661,0.16588996,-0.21025646,0.17442194,-0.010946685,-0.1827027,0.096319735,0.07237293,0.35896435,0.42682981,-0.15964277,-0.1097113,0.16128325,-0.12281753,0.18530208,-0.21467826,0.07896185,0.22756271,0.054162607,0.20631719,-0.2605509,0.05605113,0.132270097]",0
17-02-20230313-880,"[-0.09957585,-0.048280172,-0.15701228,-0.06174693,0.24556002,0.052083157,0.017217617,-0.064258315,0.07492385,0.13270882,0.065340474,-0.07943479,0.35004297,0.084644444,0.013964866,0.24314998,-0.025199657,-0.25437072,-0.07004414,0.12085339,0.11208661,-0.04471654,0.04435225,-0.12812021,0.056750514,0.010037441,-0.24709225,-0.24443378,0.09356296,-0.024016446,-0.14350688,0.06603849,-0.05690998,0.056618243,-0.14947188,0.11107587,-0.21505247,0.037459396,0.09140069,-0.021882143,0.09553308,0.06151038,0.12033795,0.096364975,-0.0297282,0.048164394,0.18286943,0.039272457,-0.1861633,0.21482655,-0.0196654,-0.18291718,0.1027139,0.020146724,-0.005562228,0.15636057,0.030093905,0.0550877,-0.086533815,-0.13598034,0.10689321,0.010752251,-0.100817,-0.091547504,0.08566704,-0.04833564,0.22710472,-0.1240982,-0.095505826,0.06519765,-0.07576975,-0.29869094,0.074383534,0.116803505,0.13671122,-0.043617204,-0.04217211,-0.019378196,0.044112895,-0.1509721,0.13853006,-0.022370644,-0.036299296,0.053832162,-0.18846491,0.021705538,0.25747567,0.2000484,0.0292691,-0.15891017,0.051865958,-0.11558017,0.002970198,-0.16359426,-0.027511002,-0.003598359,-0.07066554,0.061119393,-0.058011323,0.029822337,0.07065848,0.10469001,-0.14683332,0.03446266,-0.055542506,-0.056313604,0.017055636,0.16949219,0.04156512,-0.08710352,-0.029127652,0.078575,-0.25140983,0.087472744,-0.13264441,0.09787714,-0.0389289,0.12152972,-0.18191442,0.110029444,0.036707703,0.021990612,0.026027193,-0.07529609,0.059917983,0.09693151,0.212238,-0.07596339,1.233656395]",1
17-02-20230314-891,"[0.004198702,-0.051286757,0.012934369,-0.032929335,0.087070644,-0.015698269,0.022048462,-0.03408224,-0.049488053,0.007420698,0.03327878,0.06736765,0.03866872,0.11711869,0.028321467,0.044559196,0.06290906,-0.023385428,0.017108222,0.056788474,0.012126518,0.013887797,-0.00741771,-0.09399384,0.023455046,-0.043850385,0.017398473,-0.060863044,-0.003671619,-0.0877499,-0.045463175,0.06867558,0.031313278,0.09649821,-0.051623944,-0.043331504,-0.06491231,-0.07260801,0.13673155,0.03596371,0.09475025,0.039076183,-0.031225665,-0.04455422,0.032195292,0.026367024,0.005569514,0.0257979,-0.07427376,0.0628373,0.04570371,-0.027119648,-0.08727917,-0.01694857,0.053317394,-0.05914182,0.01356807,-0.02942163,0.038279153,-0.1141926,0.010935377,0.13146544,-0.11532015,0.000963971,0.010988905,-0.01821346,-0.055028394,-0.028195329,-0.008679904,0.044519823,-0.029511545,-0.09542043,0.03965058,0.003709211,0.022921067,-0.03730665,-0.065678395,-0.0845165,0.001199587,-0.042834878,-0.10701531,0.026807185,-0.02469221,0.048127875,-0.04944457,-0.031455383,0.10745367,-0.001843486,-0.054701515,-0.059701815,-0.07800592,-0.07601202,-0.10167061,-0.13294224,0.055581994,0.059875906,0.07900132,-0.09564313,-0.07623267,0.13790391,0.08018138,0.013698186,0.003502309,-0.042768538,-0.035833076,-0.010324328,0.01062221,0.1320338,-0.07742995,0.075047515,0.005394841,-0.11335754,-0.04853443,0.06319704,0.05890487,0.13285975,0.010170148,-0.024085566,0.002714781,-0.02396382,0.038585395,-0.07516805,0.002339443,0.025520427,0.014871384,0.05548679,-0.01631731,-0.005109456,1.941690444]",1
17-02-20230314-892,"[0.04484055,-0.07461984,0.11649496,-0.086596705,-0.062462747,0.03821208,0.03784833,0.003112317,-0.18316238,-0.15861382,-0.0697311,0.10819317,0.03166262,0.25464776,0.17446971,0.05270009,0.24824166,0.080287986,0.18502763,0.03776517,-0.19329321,0.16594929,0.004590506,-0.042785812,0.20091794,-0.13534376,0.16560185,0.054426994,-0.14963181,-0.23677987,-0.005273318,0.07922509,0.1740057,0.28939903,-0.014892895,-0.0915279,-0.015079401,-0.1784341,0.30830812,0.022977646,0.1605674,0.0627352,-0.16473486,-0.091099285,0.08700813,0.051522247,-0.20995533,0.043890614,-0.038415357,-0.17918767,0.1590008,0.017427715,-0.34481278,-0.06648949,0.008201013,-0.256466,0.10211686,-0.08508669,0.017822385,-0.3069497,0.007274697,0.13767135,-0.050218493,0.08197323,-0.113312505,-0.024132736,-0.1456103,-0.08522285,0.06273083,0.10021189,-0.17192344,-0.046480834,-0.015920877,-0.12065196,-0.08442582,0.2224786,-0.097781,-0.20910838,0.08034807,-0.053626172,-0.17958498,0.14205256,0.050899908,0.01217361,-0.00501693,-0.14427298,0.12826073,0.050114565,0.00710824,0.1547861,0.00515697,-0.12246128,-0.25611964,-0.28634784,0.14142796,0.12311753,0.37518686,-0.19751865,0.05811613,0.16167215,0.0405691,-0.064369135,0.103630185,-0.114234604,-0.006643524,-0.126061,0.09147818,0.19221903,-0.18300991,0.095167026,0.004449947,-0.06086862,0.05993224,0.068464495,0.26854238,0.36418578,-0.21753635,-0.06582474,0.05291187,-0.16205342,0.19138551,-0.21541674,0.014295958,0.13989782,0.06647692,0.25167045,-0.27327743,0.021201529,-0.339752602]",0
17-02-20230314-893,"[-0.04904304,-0.10404466,-0.08817732,-0.027987534,0.25218716,0.028311543,0.011493303,0.010097724,0.031280525,0.09656797,0.11029376,-0.048301823,0.26912928,0.097013645,-0.025012724,0.21726783,-0.003467787,-0.1861121,-0.08860496,0.09336163,0.12081126,-0.04170054,0.05081994,-0.095136255,0.024184609,-0.04538796,-0.22020371,-0.17315939,0.09184145,0.003937318,-0.14812768,0.11408262,-0.061677627,0.038209103,-0.113049835,0.098776974,-0.20437308,0.042695757,0.08190179,0.011970266,0.11831676,0.044483136,0.09166177,-0.005625998,-0.011757835,0.055000942,0.18357858,0.025549654,-0.13483924,0.15747066,-0.036595628,-0.1569787,0.15464556,0.03354869,0.007376615,0.13329154,0.003989654,0.006430504,0.006249068,-0.05740271,0.08285935,0.03838475,-0.12831227,-0.024194146,0.056444608,-0.041922104,0.15975481,-0.16837715,-0.057435565,0.040936608,-0.018194117,-0.25784463,0.084213346,0.12490869,0.11371814,-0.077205926,-0.058705598,-0.013099165,0.027827233,-0.11599732,0.09730933,-0.03274627,-0.025065074,0.077049285,-0.23900673,0.003772255,0.17554523,0.12222516,-0.008500833,-0.17180113,0.018007284,-0.090545334,0.028019888,-0.09907151,-0.016592829,-0.035420295,-0.04883676,0.009555586,-0.08522845,0.07223081,0.1082637,0.12783848,-0.08430428,0.011556579,-0.09035923,-0.004131702,-0.014399002,0.09306732,0.019629728,-0.012900498,0.010050563,0.017664997,-0.19751787,0.06293511,-0.10498921,0.0985852,0.015923105,0.06806161,-0.1574257,0.07957151,-0.030669244,-0.021564044,-0.027720522,-0.07052593,0.04456224,0.06650099,0.16646004,-0.039284907,0.761633696]",1
17-02-20230314-894,"[-0.064590394,-0.061177008,-0.11748809,-0.07856954,0.23973623,-0.007310287,0.03079281,-0.02634482,0.07066555,0.12038496,0.08120032,-0.14616084,0.33207434,0.076647535,0.025428671,0.21891457,-0.011956084,-0.21818487,-0.057201985,0.001451238,0.11044448,-0.04270865,0.071797624,-0.14317603,-0.036798887,-0.07386454,-0.18043102,-0.20778559,0.06846801,-0.030622365,-0.09367581,0.016416773,-0.042949066,0.05026277,-0.09791146,0.09127363,-0.23058851,-0.012789825,-0.029155679,0.05767723,0.033371456,0.036016185,0.0659124,-0.002413535,-0.017922815,-0.001670931,0.104844585,0.07243894,-0.13211913,0.1086625,-0.10253618,-0.14821038,0.03230668,0.001200889,0.03440305,0.20211719,-0.005858072,-0.019580608,-0.052257076,-0.15496898,0.041765597,0.008867422,-0.07315554,0.007220777,0.056563046,-0.008025415,0.090341374,-0.10399251,0.009990377,-0.043298304,-0.04277396,-0.2583691,0.10118199,0.21562031,0.07248069,-0.11376841,-0.025909139,0.011385701,0.005736562,-0.12218472,-0.032585587,-0.009712912,-0.11809045,0.018719248,-0.13926494,-0.011779103,0.11856798,0.08908553,-0.004043897,-0.2446174,-0.12745842,-0.11635556,0.006079802,-0.018714322,-0.05759397,-0.011315702,-0.004147712,0.0526976,-0.07870239,0.10191287,0.03232058,0.13587531,-0.05702986,0.012444471,-0.073204346,-0.00601257,0.056708682,0.13281667,0.0655906,-0.0775314,-0.015006254,-0.013851548,-0.1740996,0.07932248,-0.049329855,0.01701676,0.057394676,-0.01975035,-0.19739431,0.07143022,-0.006616327,-0.027528081,-0.015429863,0.025153115,0.007983961,0.023891902,0.1358192,-0.01637757,-0.733104851]",0
17-02-20230314-895,"[0.052037444,0.070062846,0.40373597,-0.37643927,-0.22681704,-0.019364689,-0.12899536,-0.22798906,-0.17182072,-0.2567754,-0.40052363,0.13058718,0.2929073,0.5286636,0.26204127,-0.09274228,0.8516487,0.5182495,0.38256913,0.28153434,-0.74547344,0.30054379,0.17267525,-0.14997622,0.4889311,0.016514607,0.35684735,-0.017267939,-0.491486,-0.74521416,-0.060335018,0.1890796,0.45808464,0.535771,0.253295,-0.3730486,-0.11841782,-0.9413427,1.2201114,-0.012617557,0.11973686,0.13378248,-0.91051966,0.22730747,0.26080427,-0.040714122,-0.5860463,0.08225342,0.17041744,-0.54259354,0.13259242,-0.08466728,-1.1240358,0.079021715,0.09245536,-0.2532183,0.20087081,-0.54503685,-0.050423294,-0.8605445,-0.11929673,0.35792384,0.52786726,0.12303646,-0.55466676,0.016027141,-0.22272903,0.09087127,0.110226184,-0.10489151,-0.8130268,-0.09338004,-0.24147528,-0.032350916,0.15236755,0.58063656,-0.28992712,-0.4102117,0.07071836,0.14733341,-0.3692337,0.48395273,0.118553825,0.08331539,0.14235073,-0.03533246,0.08832079,0.015003642,0.15788509,0.57948357,0.3281305,-0.13481905,-0.81565046,-0.8873384,0.093404844,-0.18942058,0.9283679,-0.5645235,-0.04702676,0.2711247,0.10592257,0.015169381,0.05197352,-0.30099505,0.000791265,-0.29185942,-0.037995905,0.32311025,-0.5463099,0.66627884,-0.058545947,-0.46258473,0.30352286,0.24965632,0.76209706,0.8803857,-0.5732185,-0.41703516,0.62260973,-0.066086076,0.20332995,-0.5248265,0.33738944,0.5157627,0.11640798,0.37872833,-0.49294764,0.21157877,-0.025070803]",0
17-02-20230314-897,"[-0.05176268,-0.091493115,-0.07572665,-0.10251274,0.23274803,-0.03414517,0.034963258,-0.004396326,-0.003575055,0.10014644,0.08611837,-0.08305678,0.25304902,0.09126014,-0.016197214,0.198576,-0.002572713,-0.14022298,-0.03605768,0.10663768,0.090259485,-0.06753531,0.026659591,-0.09443836,-0.000671329,-0.05918724,-0.21511313,-0.19185853,0.10635668,-0.017489912,-0.16612403,0.09547393,-0.13919124,0.05429866,-0.10967521,0.07761205,-0.17067236,0.03591406,0.052073654,-0.0120395,0.101381026,0.048702713,0.08249087,-0.040981118,0.006621081,0.07705036,0.1545983,0.009386067,-0.16198456,0.15371461,-0.039678,-0.10109668,0.13748696,-0.013959626,0.050315753,0.19920671,-0.035325184,0.027077978,-0.016252171,-0.058393423,0.11498591,0.022219812,-0.1671709,-0.026809214,0.072623126,-0.021734841,0.11716517,-0.12985072,-0.07641364,0.076137275,0.016365208,-0.21886463,0.12565231,0.12158052,0.09223966,-0.08713673,-0.06217701,0.023129642,0.03285962,-0.11933604,0.01238631,-0.014439229,0.016382067,0.09636618,-0.20538819,0.016717434,0.21675146,0.11030475,-0.02397642,-0.21710382,-0.05367265,-0.08052583,-0.022055753,-0.07573026,-0.023097074,-0.004736046,-0.0852099,-0.017770061,-0.14319706,0.08690671,0.1065184,0.121776775,-0.066917166,-0.017860457,-0.057165988,0.007055936,-0.008033077,0.10640572,0.023465373,-0.035273444,0.01972851,-0.053984486,-0.1930154,0.11071459,-0.0991788,0.033482756,-0.005517258,0.03757913,-0.10045356,0.08627275,-0.03125633,-0.012406585,-0.025373586,-0.08841775,0.01748893,0.04802249,0.115970835,-0.043096196,1.076315495]",1
